scholion URN 	 Critical Sign Present 	 grafei Present 	 initial hoti present 	 para Zenod present 	 Aristarchus or post-Aristarchan Name present 	 Topic 6 Score 	 Topic 9 Score
urn:cts:greekLit:tlg5026.msA.hmt:1.608.comment	false	false	false	false	true	"0.000288600288600289"	"0.000288600288600289"
urn:cts:greekLit:tlg5026.msA.hmt:1.609.comment	false	false	false	false	false	"0.351048951048951"	"0.0013986013986014"
urn:cts:greekLit:tlg5026.msA.hmt:1.610.comment	false	false	false	false	false	"0.000760456273764259"	"0.000760456273764259"
urn:cts:greekLit:tlg5026.msA.hmt:1.611.comment	false	false	true	false	false	"0.116763005780347"	"0.232369942196532"
urn:cts:greekLit:tlg5026.msA.hmt:1.652.comment	false	false	false	false	false	"0.0153846153846154"	"0.0153846153846154"
urn:cts:greekLit:tlg5026.msA.hmt:1.653.comment	false	false	false	false	false	"0.00176991150442478"	"0.00176991150442478"
urn:cts:greekLit:tlg5026.msA.hmt:1.654.comment	false	false	false	false	false	"0.947169811320755"	"0.00377358490566038"
urn:cts:greekLit:tlg5026.msA.hmt:1.655.comment	false	false	false	false	false	"0.00194174757281553"	"0.00194174757281553"
urn:cts:greekLit:tlg5026.msA.hmt:1.656.comment	false	false	false	false	false	"0.000985221674876847"	"0.000985221674876847"
urn:cts:greekLit:tlg5026.msA.hmt:1.657.comment	false	false	true	false	false	"0.0016260162601626"	"0.0016260162601626"
urn:cts:greekLit:tlg5026.msA.hmt:1.658.comment	false	false	false	false	false	"0.00606060606060606"	"0.00606060606060606"
urn:cts:greekLit:tlg5026.msA.hmt:1.659.comment	false	false	false	false	false	"0.0013986013986014"	"0.0013986013986014"
urn:cts:greekLit:tlg5026.msA.hmt:1.660.comment	false	false	false	false	false	"0.00150375939849624"	"0.00150375939849624"
urn:cts:greekLit:tlg5026.msA.hmt:1.661.comment	false	false	false	false	false	"0.0016260162601626"	"0.0016260162601626"
urn:cts:greekLit:tlg5026.msA.hmt:1.662.comment	false	false	false	false	false	"0.00377358490566038"	"0.00377358490566038"
urn:cts:greekLit:tlg5026.msA.hmt:1.663.comment	false	false	false	false	false	"0.00869565217391304"	"0.00869565217391304"
urn:cts:greekLit:tlg5026.msA.hmt:1.664.comment	false	false	false	false	true	"0.0021505376344086"	"0.0021505376344086"
urn:cts:greekLit:tlg5026.msA.hmt:1.665.comment	true	false	false	false	false	"0.00317460317460317"	"0.00317460317460317"
urn:cts:greekLit:tlg5026.msA.hmt:1.666.comment	true	false	false	false	false	"0.00377358490566038"	"0.00377358490566038"
urn:cts:greekLit:tlg5026.msA.hmt:1.667.comment	false	false	false	false	false	"0.000938967136150235"	"0.000938967136150235"
urn:cts:greekLit:tlg5026.msA.hmt:1.668.comment	false	false	false	false	false	"0.00115606936416185"	"0.00115606936416185"
urn:cts:greekLit:tlg5026.msA.hmt:1.720.comment	true	true	true	false	false	"0.00317460317460317"	"0.320634920634921"
urn:cts:greekLit:tlg5026.msA.hmt:1.721.comment	false	false	false	false	false	"0.00606060606060606"	"0.00606060606060606"
urn:cts:greekLit:tlg5026.msA.hmt:1.722.comment	false	false	false	false	false	"0.00150375939849624"	"0.00150375939849624"
urn:cts:greekLit:tlg5026.msA.hmt:1.723.comment	false	false	false	false	false	"0.000619195046439629"	"0.0315789473684211"
urn:cts:greekLit:tlg5026.msA.hmt:1.724.comment	true	true	true	false	false	"0.702325581395349"	"0.237209302325581"
urn:cts:greekLit:tlg5026.msA.hmt:1.725.comment	true	false	true	false	false	"0.00377358490566038"	"0.00377358490566038"
urn:cts:greekLit:tlg5026.msA.hmt:1.726.comment	false	false	false	false	false	"0.000732600732600733"	"0.000732600732600733"
urn:cts:greekLit:tlg5026.msA.hmt:1.727.comment	false	false	false	false	false	"0.000405679513184584"	"0.000405679513184584"
urn:cts:greekLit:tlg5026.msA.hmt:1.728.comment	false	false	false	false	false	"0.000790513833992095"	"0.000790513833992095"
urn:cts:greekLit:tlg5026.msA.hmt:1.729.comment	false	false	false	false	false	"0.000522193211488251"	"0.000522193211488251"
urn:cts:greekLit:tlg5026.msA.hmt:1.730.comment	false	false	false	false	false	"0.00869565217391304"	"0.00869565217391304"
urn:cts:greekLit:tlg5026.msA.hmt:1.731.comment	false	false	false	false	false	"0.0666666666666667"	"0.0666666666666667"
urn:cts:greekLit:tlg5026.msA.hmt:1.732.comment	true	false	true	false	false	"0.00465116279069767"	"0.00465116279069767"
urn:cts:greekLit:tlg5026.msA.hmt:1.861.comment	true	false	false	false	false	"0.00273972602739726"	"0.00273972602739726"
urn:cts:greekLit:tlg5026.msA.hmt:1.733.comment	true	false	true	false	false	"0.00869565217391304"	"0.00869565217391304"
urn:cts:greekLit:tlg5026.msA.hmt:1.734.comment	false	false	false	false	true	"0.0153846153846154"	"0.784615384615385"
urn:cts:greekLit:tlg5026.msA.hmt:1.793.comment	false	false	false	false	true	"0.00068259385665529"	"0.00068259385665529"
urn:cts:greekLit:tlg5026.msA.hmt:1.794.comment	false	false	false	false	false	"0.00122699386503067"	"0.00122699386503067"
urn:cts:greekLit:tlg5026.msA.hmt:1.795.comment	false	false	false	false	false	"0.00122699386503068"	"0.00122699386503068"
urn:cts:greekLit:tlg5026.msA.hmt:1.796.comment	false	false	false	false	false	"0.00150375939849624"	"0.302255639097744"
urn:cts:greekLit:tlg5026.msA.hmt:1.797.comment	false	false	false	false	false	"0.0016260162601626"	"0.0016260162601626"
urn:cts:greekLit:tlg5026.msA.hmt:1.798.comment	false	false	false	false	false	"0.00194174757281553"	"0.00194174757281553"
urn:cts:greekLit:tlg5026.msA.hmt:1.799.comment	false	false	false	false	false	"0.00869565217391304"	"0.00869565217391304"
urn:cts:greekLit:tlg5026.msA.hmt:1.800.comment	false	false	false	false	false	"0.00115606936416185"	"0.00115606936416185"
urn:cts:greekLit:tlg5026.msA.hmt:1.801.comment	false	false	false	false	false	"0.00377358490566038"	"0.947169811320755"
urn:cts:greekLit:tlg5026.msA.hmt:1.802.comment	true	true	true	false	false	"0.539784946236559"	"0.0021505376344086"
urn:cts:greekLit:tlg5026.msA.hmt:1.803.comment	true	false	false	false	false	"0.00068259385665529"	"0.00068259385665529"
