urn:cts:mid:catullus.005:1	Vivamus mea Lesbia, atque amemus,
urn:cts:mid:catullus.005:2	rumoresque senum severiorum
urn:cts:mid:catullus.005:3	omnes unius aestimemus assis!
urn:cts:mid:catullus.005:4	soles occidere et redire possunt:
urn:cts:mid:catullus.005:5	nobis cum semel occidit brevis lux,
urn:cts:mid:catullus.005:6	nox est perpetua una dormienda.
urn:cts:mid:catullus.005:7	da mi basia mille, deinde centum,
urn:cts:mid:catullus.005:8	dein mille altera, dein secunda centum,
urn:cts:mid:catullus.005:9	deinde usque altera mille, deinde centum.
urn:cts:mid:catullus.005:10	dein, cum milia multa fecerimus,
urn:cts:mid:catullus.005:11	conturbabimus illa, ne sciamus,
urn:cts:mid:catullus.005:12	aut ne quis malus invidere possit,
urn:cts:mid:catullus.005:13	cum tantum sciat esse basiorum.
