urn:cts:mid:catullus.034:1	Dianae sumus in fide
urn:cts:mid:catullus.034:2	puellae et pueri integri:
urn:cts:mid:catullus.034:3	Dianam pueri integri
urn:cts:mid:catullus.034:4	puellaeque canamus.
urn:cts:mid:catullus.034:5	
urn:cts:mid:catullus.034:6	o Latonia, maximi
urn:cts:mid:catullus.034:7	magna progenies Iovis,
urn:cts:mid:catullus.034:8	quam mater prope Deliam
urn:cts:mid:catullus.034:9	deposiuit olivam,
urn:cts:mid:catullus.034:10	
urn:cts:mid:catullus.034:11	montium domina ut fores
urn:cts:mid:catullus.034:12	silvarumque virentium
urn:cts:mid:catullus.034:13	saltuumque reconditorum
urn:cts:mid:catullus.034:14	amniumque sonantum:
urn:cts:mid:catullus.034:15	
urn:cts:mid:catullus.034:16	tu Lucina dolentibus
urn:cts:mid:catullus.034:17	Iuno dicta puerperis,
urn:cts:mid:catullus.034:18	tu potens Trivia et notho es
urn:cts:mid:catullus.034:19	dicta lumine Luna.
urn:cts:mid:catullus.034:20	
urn:cts:mid:catullus.034:21	tu cursu, dea, menstruo
urn:cts:mid:catullus.034:22	metiens iter annuum,
urn:cts:mid:catullus.034:23	rustica agricolae bonis
urn:cts:mid:catullus.034:24	tecta frugibus exples.
urn:cts:mid:catullus.034:25	
urn:cts:mid:catullus.034:26	sis quocumque tibi placet
urn:cts:mid:catullus.034:27	sancta nomine, Romulique,
urn:cts:mid:catullus.034:28	antique ut solita es, bona
urn:cts:mid:catullus.034:29	sospites ope gentem.
