urn:cts:mid:catullus.008:1	Miser Catulle, desinas ineptire,
urn:cts:mid:catullus.008:2	et quod vides perisse perditum ducas.
urn:cts:mid:catullus.008:3	fulsere quondam candidi tibi soles,
urn:cts:mid:catullus.008:4	cum ventitabas quo puella ducebat
urn:cts:mid:catullus.008:5	amata nobis quantum amabitur nulla.
urn:cts:mid:catullus.008:6	ibi illa multa cum iocosa fiebant,
urn:cts:mid:catullus.008:7	quae tu volebas nec puella nolebat,
urn:cts:mid:catullus.008:8	fulsere vere candidi tibi soles.
urn:cts:mid:catullus.008:9	nunc iam illa non vult: tu quoque impotens noli,
urn:cts:mid:catullus.008:10	nec quae fugit sectare, nec miser vive,
urn:cts:mid:catullus.008:11	sed obstinata mente perfer, obdura.
urn:cts:mid:catullus.008:12	vale puella, iam Catullus obdurat,
urn:cts:mid:catullus.008:13	nec te requiret nec rogabit invitam.
urn:cts:mid:catullus.008:14	at tu dolebis, cum rogaberis nulla.
urn:cts:mid:catullus.008:15	scelesta, vae te, quae tibi manet vita?
urn:cts:mid:catullus.008:16	quis nunc te adibit? cui videberis bella?
urn:cts:mid:catullus.008:17	quem nunc amabis? cuius esse diceris?
urn:cts:mid:catullus.008:18	quem basiabis? cui labella mordebis?
urn:cts:mid:catullus.008:19	at tu, Catulle, destinatus obdura.
