urn:cts:mid:catullus.29:1	Quis hoc potest videre, quis potest pati,
urn:cts:mid:catullus.29:2	nisi impudicus et vorax et aleo,
urn:cts:mid:catullus.29:3	Mamurram habere quod Comata Gallia
urn:cts:mid:catullus.29:4	habebat uncti et ultima Britannia?
urn:cts:mid:catullus.29:5	cinaede Romule haec videbis et feres?
urn:cts:mid:catullus.29:6	et ille nunc superbus et superfluens
urn:cts:mid:catullus.29:7	perambulabit omnium cubilia,
urn:cts:mid:catullus.29:8	ut albulus columbus aut Adoneus?
urn:cts:mid:catullus.29:9	cinaede Romule, haec videbis et feres?
urn:cts:mid:catullus.29:10	es impudicus et vorax et aleo.
urn:cts:mid:catullus.29:11	eone nomine, imperator unice,
urn:cts:mid:catullus.29:12	fuisti in ultima occidentis insula,
urn:cts:mid:catullus.29:13	ut ista vestra diffututa mentula
urn:cts:mid:catullus.29:14	ducenties comesset aut trecenties?
urn:cts:mid:catullus.29:15	quid est alid sinistra liberalitas?
urn:cts:mid:catullus.29:16	parum expatravit an parum elluatus est?
urn:cts:mid:catullus.29:17	paterna prima lancinata sunt bona,
urn:cts:mid:catullus.29:18	secunda praeda Pontica, inde tertia
urn:cts:mid:catullus.29:19	Hibera, quam scit amnis aurifer Tagus:
urn:cts:mid:catullus.29:20	nunc Galliae timetur et Britanniae.
urn:cts:mid:catullus.29:21	quid hunc malum fovetis? aut quid hic potest
urn:cts:mid:catullus.29:22	nisi uncta devorare patrimonia?
urn:cts:mid:catullus.29:23	eone nomine urbis opulentissime
urn:cts:mid:catullus.29:24	socer generque, perdidistis omnia?
