urn:cts:mid:catullus.7:1	Quaeris, quot mihi basiationes
urn:cts:mid:catullus.7:2	tuae, Lesbia, sint satis superque.
urn:cts:mid:catullus.7:3	quam magnus numerus Libyssae harenae
urn:cts:mid:catullus.7:4	lasarpiciferis iacet Cyrenis
urn:cts:mid:catullus.7:5	oraclum Iovis inter aestuosi
urn:cts:mid:catullus.7:6	et Batti veteris sacrum sepulcrum;
urn:cts:mid:catullus.7:7	aut quam sidera multa, cum tacet nox,
urn:cts:mid:catullus.7:8	furtivos hominum vident amores:
urn:cts:mid:catullus.7:9	tam te basia multa basiare
urn:cts:mid:catullus.7:10	vesano satis et super Catullo est,
urn:cts:mid:catullus.7:11	quae nec pernumerare curiosi
urn:cts:mid:catullus.7:12	possint nec mala fascinare lingua.
