urn:cts:mid:catullus.100:1	Caelius Aufillenum et Qvintius Aufillenam
urn:cts:mid:catullus.100:2	     flos Veronensum depereunt iuvenum,
urn:cts:mid:catullus.100:3	hic fratrem, ille sororem. hoc est, quod dicitur, illud
urn:cts:mid:catullus.100:4	     fraternum vere dulce sodalicium.
urn:cts:mid:catullus.100:5	cui faveam potius? Caeli, tibi: nam tua nobis
urn:cts:mid:catullus.100:6	     perspecta ex igni est unica amicitia,
urn:cts:mid:catullus.100:7	cum vesana meas torreret flamma medullas.
urn:cts:mid:catullus.100:8	     sis felix, Caeli, sis in amore potens.
