urn:cts:mid:catullus.88:1	Quid facit is, Gelli, qui cum matre atque sorore
urn:cts:mid:catullus.88:2	     prurit, et abiectis pervigilat tunicis?
urn:cts:mid:catullus.88:3	quid facit is, patruum qui non sinit esse maritum?
urn:cts:mid:catullus.88:4	     ecquid scis quantum suscipiat sceleris?
urn:cts:mid:catullus.88:5	suscipit, o Gelli, quantum non ultima Tethys
urn:cts:mid:catullus.88:6	     nec genitor Nympharum abluit Oceanus:
urn:cts:mid:catullus.88:7	nam nihil est quicquam sceleris, quo prodeat ultra,
urn:cts:mid:catullus.88:8	     non si demisso se ipse voret capite.
